submission_id,timestamp,workshop_id,name,duration_sec,answers_json,score_x_raw,score_y_raw,archetype,animal_x_mod,animal_y_mod,animal_note,score_x_final,score_y_final,outlier_flag,interpretation,age,education,field,gender,user_agent,version
0436fc7d,2026-05-01T08:15:16.350Z,unknown,Milos,1064,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""gemini"",""claude"",""chatgpt"",""perplexity"",""notebooklm""],""q4"":""multi"",""q5"":[""api"",""long_prompt""],""q6"":3,""q7"":5,""q8"":[""none""],""q9"":3,""q10"":{""animalSelf"":""vlk"",""animalAi"":""pes""}}",82,19,optimistic_power_user,3,7,"Vlk = smečkový dravec s přirozenou agencí; pes = věrný, ovládaný, domestikovaný — silný kontrast autority a loajality nástroje.",82,76,FALSE,,,,,"Vidíš sebe jako toho, kdo určuje směr — a AI jako věrného psa, který poslouchá a plní. Tohle není naivní nadšení, ale vědomé pojetí AI jako domestikovaného nástroje pod tvou kontrolou. Zajímavé je, že vlk a pes jsou biologicky příbuzní — možná tušíš, že hranice mezi „kdo vede smečku"" není tak pevná, jak vypadá.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",0.1.0
1e5fd85b,2026-05-07T08:54:58.893Z,smoke-2026-05-07,jarda,75,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""claude"",""chatgpt""],""q4"":""multi"",""q5"":[""vibecoding"",""chatbot_max"",""long_prompt""],""q6"":5,""q7"":3,""q8"":[""jobs"",""dependency"",""safety""],""q9"":2,""q10"":{""animalSelf"":""delfín"",""animalAi"":""pavouk""}}",81,6,optimistic_power_user,2,7,Delfín = inteligence + sociabilita + hravost; bez důvodu přiřazena defaultní symbolika druhu.,81,63,FALSE,,,,,"Vidíš sebe jako chytrého a společenského hráče — delfín není predátor, ale rozhodně není bezmocný. AI pro tebe symbolizuje pavučinu v pozitivním smyslu: strukturu, která zachytává a propojuje. Pavouk bez negativního komentáře naznačuje fascinaci spíš než strach — ale pozor, síť tká vždy někdo jiný.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
b45cb119,2026-05-07T09:01:10.646Z,unknown,Kamil,66,"{""q1"":""6m_2y"",""q2"":""always"",""q3"":[""chatgpt""],""q4"":""no"",""q5"":[""long_prompt""],""q6"":3,""q7"":2,""q8"":[""jobs""],""q9"":4,""q10"":{""animalSelf"":""pes"",""animalAi"":""hyena""}}",43,-18,casual_skeptic,0,-4,"„Pes"" jako neutrální sebevnímání (X=0); „hyena"" bez důvodu → chytrý oportunista s negativní konotací, podvodník/příživník (Y=-4).",43,28,FALSE,,,,,"Vidíš se jako loajální a spolehlivý, ale AI ti evokuje hyenu — zvíře, které se chytře přiživuje a čeká na příležitost. To je docela výmluvné: AI pro tebe není partner, spíš něco, co těží ze situace. Zajímalo by mě, co konkrétně tě k té hyeně vedlo — je to nedůvěra v záměry, nebo spíš dojem, že AI „krade"" práci lidem?","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
f14b6272,2026-05-07T15:49:05.955Z,unknown,Senta,160,"{""q1"":""gt2y"",""q2"":""daily"",""q3"":[""chatgpt"",""perplexity"",""notebooklm""],""q4"":""multi"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":5,""q7"":4,""q8"":[""authenticity""],""q9"":5,""q10"":{""animalSelf"":""Delfin"",""reasonSelf"":""Mam rada vodu a plavani"",""animalAi"":""Chobotnice"",""reasonAi"":""Nevime, co to udela""}}",71,7,optimistic_power_user,1,-5,"Delfín s důvodem ""mám ráda vodu a plavání"" = slabá agency (osobní pocit, ne inteligence/dravost). Chobotnice s ""nevíme, co to udělá"" = nepředvídatelnost, nedůvěra.",71,52,FALSE,,,,,"Přistupuješ k AI jako k něčemu záhadnému a trochu nekontrolovatelnému — ""nevíme, co to udělá"" je klasický signál nedůvěry, ne fascinace. Sebe vidíš spíš skrz pocit a příjemnost než skrz kontrolu. To dává smysl, ale pozor: chobotnice tě možná děsí víc, než by musela.","Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/409.0.872648028 Mobile/15E148 Safari/604.1",0.1.0
81a3e0c5,2026-05-07T16:19:03.313Z,unknown,Emil,62,"{""q1"":""lt6m"",""q2"":""monthly"",""q3"":[""chatgpt""],""q4"":""no"",""q5"":[""none""],""q6"":4,""q7"":3,""q8"":[""hallucinations""],""q9"":4,""q10"":{""animalSelf"":""šimpanz"",""animalAi"":""šváb""}}",12,-3,casual_skeptic,2,-6,"Šimpanz = inteligentní, zvídavý, ale stále primát bez plné agence. Šváb = přežije vše, nevyhubitelný — silná nedůvěra bez partnerství.",12,41,FALSE,,,,,"Vidíš sám sebe jako zvídavého a schopného hráče — šimpanz není hlupák. Ale AI pro tebe není parťák ani nástroj: je to šváb — něco, co prostě přežije a nevymýtíš to, i kdybys chtěl. Tohle přirovnání prozrazuje hlubokou skepsi k tomu, jestli má člověk nad AI vůbec reálnou kontrolu.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
45d2bead,2026-05-07T16:31:25.292Z,unknown,Josef,58,"{""q1"":""lt6m"",""q2"":""never"",""q3"":[""chatgpt""],""q4"":""no"",""q5"":[""none""],""q6"":2,""q7"":2,""q8"":[""jobs""],""q9"":4,""q10"":{""animalSelf"":""člověk"",""animalAi"":""štěnice""}}",6,-23,casual_skeptic,0,0,"Člověk a štěnice — dvojice, která na první pohled nevypadá jako partnerství, spíš jako noční můra. Štěnice se nevyptává na souhlas, žije v mezerách, kterých si nevšimneš, a živí se tím, co máš. Je pochopitelné, že někomu s takovým obrazem v hlavě nejde ruka v ruce říkat „a teď mi pomož s e-mailem"". Ale je tu jedna věc, která štěnici odlišuje od skutečné hrozby: štěnice nemá záměr. Možná právě v té mezeře mezi „nebezpečný"" a „bez záměru"" leží otázka, která stojí za to si ji nechat otevřenou.",6,27,FALSE,,,,,"Patříš do skupiny začátečníků-skeptiků: s AI máš minimální praktickou zkušenost a zároveň k ní přistupuješ s výraznou nedůvěrou. Zajímavý signál je kombinace silné podpory regulace (Q9: 4) s obavou o pracovní místa (Q8) — nevadí ti AI jako koncept, vadí ti nekontrolovaná AI jako společenská síla. Konkrétní krok vpřed: zkus ChatGPT, který už znáš, použít na jednu opakující se pracovní rutinu (shrnutí textu, draft e-mailu, příprava otázek na schůzku) — ne jako experiment s technologií, ale jako test, zda ti to reálně ušetří čas. Teprve s vlastní zkušeností bude tvůj skepticismus ostřejší a argumentovanější.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
a48bf5bb,2026-05-07T17:44:00.677Z,online,Senta,466,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""chatgpt"",""perplexity"",""notebooklm""],""q4"":""multi"",""q5"":[""long_prompt"",""chatbot_max"",""automation"",""agent""],""q6"":5,""q7"":4,""q8"":[""authenticity"",""dependency""],""q9"":5,""q10"":{""animalSelf"":""Delfin"",""reasonSelf"":""Hravost. Voda, Volnost"",""animalAi"":""Chobotnice"",""reasonAi"":""Vsude, nezkrotna, nepredvidatelna""}}",88,4,optimistic_power_user,0,0,"Delfín a chobotnice sdílejí jedno: obě jsou mezi nejinteligentnějšími tvory v oceánu, ale jejich inteligence funguje úplně jinak — delfín skrze hru a vztah, chobotnice skrze decentralizovaný nervový systém rozlitý do chapadel. Ty přicházíš s hravostí a touhou po volnosti, AI kolem tebe rozpíná chapadla do každého procesu. Otázka není, kdo je chytřejší — ale kdo v tom oceánu určuje směr. Zatím to vypadá, že kormidluješ ty.",88,54,FALSE,,,,,"Jsi zkušený každodenní uživatel AI na úrovni power usera — stavíš agenty, automatizace a využíváš deep research, což tě řadí mezi skutečnou horní vrstvu uživatelů v Česku. Zajímavý je vnitřní napětí: silně věříš v blízkou lidskou paritu AI (Q6: 5), ale zároveň požaduješ tvrdou regulaci jako u drog (Q9: 5) — to není rozpor, ale zralý postoj člověka, který ví, co ve svých rukou drží. Obavy z dependency jsou u tebe reálné riziko, ne abstraktní strašák — protože na AI máš navázané pracovní procesy. Konkrétní krok: audit svých automatizací jednou za kvartál z hlediska „co by se stalo, kdybych to musel vypnout zítra"" — resilience je tvůj slepý bod.","Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.24 Mobile/15E148 Safari/604.1",0.1.0
09b64050,2026-05-07T20:06:38.026Z,online,Jarouš,104,"{""q1"":""6m_2y"",""q2"":""daily"",""q3"":[""claude"",""gemini""],""q4"":""no"",""q5"":[""long_prompt""],""q6"":5,""q7"":4,""q8"":[""hallucinations""],""q9"":4,""q10"":{""animalSelf"":""kočka"",""animalAi"":""páv""},""q11"":{""age"":""46_55"",""education"":""vs"",""field"":""student"",""gender"":""male""}}",36,12,casual_enthusiast,0,0,"Kočka nepotřebuje páva, aby věděla, že je hezký — sleduje ho s klidným, trochu cynickým zájmem. Páv roztahuje ocas, přesvědčuje, oslňuje; kočka mezitím přemýšlí, jestli to celé není jen halucinace peří. Je to vlastně zdravý vztah: jeden předvádí možnosti, druhý si zachovává právo odejít ze dveří, když výstup nestojí za nic. Jen pozor — kočky jsou proslulé tím, že si od páva nakonec vezmou víc, než původně plánovaly.",36,62,FALSE,"Patříš do kvadrantu Začátečník-nadšenec: denně pracuješ s AI, ale tvá zkušenost teprve zraje. Zajímavý signál je napětí mezi silným přesvědčením, že AI bude do pěti let srovnatelná s člověkem (Q6: 5), a zároveň obavou z halucinací (Q8) — jinými slovy věříš v obrovský potenciál, ale denně narážíš na jeho limity. Protože už píšeš komplexní prompty, má smysl přesunout pozornost od tvorby promptů k jejich ověřování: zkus systematicky testovat výstupy Claudu a Gemini na stejný úkol a sledovat, kde se rozcházejí. To rychleji prohloubí zkušenost než další zdokonalování vstupu.",46_55,vs,student,male,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
62f130dc,2026-05-07T20:18:47.885Z,online,jirka,60,"{""q1"":""never"",""q2"":""never"",""q3"":[""none""],""q4"":""no"",""q5"":[""none""],""q6"":5,""q7"":1,""q8"":[""jobs""],""q9"":5,""q10"":{""animalSelf"":""medvěd"",""animalAi"":""včela""},""q11"":{""age"":""56_65"",""education"":""ss_no_matur"",""field"":""industry"",""gender"":""other""}}",0,-23,casual_skeptic,0,0,"Medvěd a včela — to je na první pohled nepravděpodobná dvojice. Medvěd se pohybuje pomalu, spoléhá na vlastní sílu a včelí úl navštíví jen tehdy, když ho k tomu přiměje hlad — ne zvědavost. Včela zatím bzučí někde daleko, pracuje v roji, kterému medvěd příliš nerozumí a příliš mu nevěří. Přitom med existuje. Možná tě nepřekvapí, že nejhezčí okamžik v tomhle vztahu nastane ne tehdy, kdy medvěd včele poděkuje — ale kdy vůbec poprvé strčí tlapu dovnitř.",0,27,FALSE,"Jsi klasický začátečník-skeptik: s AI nemáš žádnou přímou zkušenost, a přesto — nebo právě proto — máš o ní velmi vyhraněný názor. Zajímavý rozpor leží mezi Q6 a Q7: věříš, že AI bude za pět let srovnatelná s člověkem, ale zároveň zcela odmítáš, že by to tvůj život zlepšilo. To není neznalost — to je vědomá nedůvěra. Konkrétní doporučení: než se pustíš do debaty o regulaci, zkus AI jednou použít na něco úzce pracovního — třeba na přípravu e-mailu nebo shrnutí dokumentu. Jen tak zjistíš, čeho přesně se vlastně bojíš.",56_65,ss_no_matur,industry,other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
330a5327,2026-05-07T20:21:40.396Z,online,chomáč,102,"{""q1"":""gt2y"",""q2"":""weekly"",""q3"":[""gemini"",""copilot"",""claude""],""q4"":""one"",""q5"":[""vibecoding"",""chatbot_max"",""long_prompt""],""q6"":3,""q7"":3,""q8"":[""hallucinations"",""jobs"",""authenticity""],""q9"":3,""q10"":{""animalSelf"":""kačenka"",""animalAi"":""velryba""},""q11"":{}}",55,-9,realistic_power_user,0,0,"Kačenka na hladině jezera vypadá klidně a trochu roztomile — ale pod vodou šlape intenzivně a přesně ví, kudy jde. Velryba je naproti tomu obrovská, temná, pohybuje se ve vrstvách, které kačenka nikdy neuvidí, a občas vydá zvuk, kterému nikdo moc nerozumí. Je docela možné, že kačenka je jediný tvor na hladině, který se velryby nebojí — ne proto, že by ji podceňovala, ale proto, že jezero a oceán jsou prostě jiná místa. Možná je právě tohle ten nejupřímnější vztah k AI: respekt bez oslnění, blízkost bez iluze, že plavete ve stejné vodě.",55,41,FALSE,"Jsi realistický power user — víš, co AI umí, a aktivně to využíváš, ale nepodléháš hype vlnám. Zajímavý signál: vibecoduješ vlastní aplikace a zároveň pracuješ s projekty a deep research napříč třemi různými platformami, což znamená, že AI není tvůj pomocník, ale skutečný pracovní nástroj. Protože ale pracuješ paralelně s Gemini, Copilotem i Claudem, zkus záměrně srovnávat jejich výstupy na stejný komplexní prompt — systematické benchmarkování vlastních nástrojů ti odhalí slepá místa každého z nich. Na úrovni vibecodování pak stojí za to začít verzovat nejen kód, ale i samotné prompty, které aplikace generují — dokumentace promptů je tvůj technický dluh číslo jedna.",,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
c569f94c,2026-05-07T20:28:44.734Z,online,Honza,41,"{""q1"":""never"",""q2"":""monthly"",""q3"":[""copilot"",""other""],""q4"":""multi"",""q5"":[""vibecoding"",""chatbot_max""],""q6"":3,""q7"":4,""q8"":[""hallucinations""],""q9"":5,""q10"":{""animalSelf"":""sova"",""animalAi"":""sojka""},""q11"":{""age"":""36_45"",""education"":""ss_no_matur"",""field"":""public"",""gender"":""na""}}",37,-3,casual_skeptic,0,0,"Sova vidí ve tmě a sojka krade lesklé věci — a teď je máš oba ve stejném lese. Sojka je pták, který imituje hlasy jiných druhů tak přesvědčivě, že ani ostatní sojky nepoznají rozdíl; to je celkem přesný portrét AI, která halucinuje s plnou sebedůvěrou. Sova na to ale neslyší — ona neloví podle zvuku, loví podle pohybu. Možná právě proto tě halucinace znepokojují víc než ostatní: ty přirozeně čekáš, až se něco skutečně pohne, než to označíš za reálné. Otázka je, jestli sova sojce někdy věří, nebo ji jen sleduje z bezpečné vzdálenosti větve.",37,47,FALSE,"Jsi začátečník s nečekaně pokročilými výběžky — někdo, kdo formálně AI „nikdy nepoužil"", ale přitom vibecoduje vlastní aplikace a tahá z chatbotů deep research. Ten rozpor není chyba dotazníku, je to tvůj skutečný profil. Největší třecí plocha leží ve spojení Q8 a Q9: halucinace tě konkrétně znervózňují a zároveň chceš AI regulovat jako rizikovou substanci — to je zdravý instinkt, ale může tě brzdit tam, kde už máš nástroje na ověřování. Konkrétní krok: u projektů ve Copilotu nebo jiném nástroji si záměrně nastav rutinu cross-check — každý výstup, který jde do produkce, ověř druhým modelem nebo primárním zdrojem. Tím přeměníš obavu v pracovní protokol.",36_45,ss_no_matur,public,na,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0.1.0
91797931,2026-05-07T21:36:42.008Z,online,Iva,425,"{""q1"":""6m_2y"",""q2"":""weekly"",""q3"":[""chatgpt"",""copilot"",""gemini""],""q4"":""no"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":3,""q7"":3,""q8"":[""hallucinations"",""authenticity"",""safety""],""q9"":3,""q10"":{""animalAi"":""sova"",""animalSelf"":""prasátko"",""reasonSelf"":""malé zvířátko z medvídka PÚ"",""reasonAi"":""z medvídka PÚ, přemoudřelá, vede rádoby odborné řeči""},""q11"":{""age"":""na"",""education"":""vs"",""field"":""finance"",""gender"":""female""}}",32,-9,casual_skeptic,0,0,"Prasátko a sova z jednoho lesa — to je vzácná konstelace. Sova mluví s autoritou, prasátko poslouchá, přikyvuje a potichu si myslí své. V tom příběhu ale není prasátko naivní: ví přesně, kdy sova říká nesmysly, a jen čeká, až domluví. Možná nejpřesnější definice zdravého vztahu k AI, jakou jsem na workshopu zatím slyšel — bez adorace, bez odporu, s tichým vědomím, kdo v místnosti opravdu přemýšlí.",32,41,FALSE,"Pohybuješ se v kvadrantu začátečník-skeptik: AI používáš aktivně a s rozmyslem, ale bez větší důvěry v její potenciál nebo společenské dopady. Zajímavý signál je napětí mezi Q5 a Q6–Q7 — píšeš komplexní prompty a táhneš chatboty přes deep research, ale zároveň hodnotíš neutrálně otázky o tom, jestli AI změní svět. Doporučení: místo rozšiřování počtu nástrojů se zaměř na systematické ověřování výstupů — postav si vlastní protokol pro fact-checking halucinací, který ti dá konkrétní data o tom, jak moc tvé workflow selhává. To přemění tvůj zdravý skepticismus v měřitelnou kompetenci.",na,vs,finance,female,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.2 Safari/605.1.15",0.1.0
